ship_type,total_fuel_mt,fuel_per_nm_kg,co2_per_nm_kg,hours_at_sea
Bulk carrier,1742.29,71.21,222.72,2216.8
Bulk carrier,360.64,76.73,239.94,646.99
Container/ro-ro cargo ship,3273.73,191.68,600.34,2495.18
Container/ro-ro cargo ship,2780.69,161.43,503.72,1346.5
Vehicle carrier,4155.54,120.84,378.46,2193.05
Vehicle carrier,2893.43,107.08,335.93,1819.65
Bulk carrier,3039.504,89.45,280.64,3474.73
Bulk carrier,2754.91,105.37,329.26,2686.43
Bulk carrier,2459.76,85.31,266.31,2640.43
Bulk carrier,2320.94,81.46,255.06,2623.43
Bulk carrier,1681.94,79.73,250.11,1710.3
Chemical tanker,3566.01,117.79,372.54,2997.0
Chemical tanker,1066.8,79.89,249.81,1248.0
Chemical tanker,850.51,99.05,310.84,700.53
Chemical tanker,1764.4,103.0,322.87,1379.5
Oil tanker,1001.64,98.05,307.54,1000.1
Chemical tanker,139.4935,75.11,236.97,139.22
Oil tanker,3538.19,93.11,292.37,3414.7
Bulk carrier,709.56,71.71,224.12,1042.48
Gas carrier,4907.6749,120.77,380.03,3615.53
Container ship,3288.08,106.26,332.41,2277.7
Bulk carrier,1681.27,72.43,225.81,2148.5
Container/ro-ro cargo ship,4651.8,179.61,561.66,2659.6
Container/ro-ro cargo ship,4790.3,173.41,542.15,1859.6
Container/ro-ro cargo ship,4432.1,160.79,502.27,1968.85
Container/ro-ro cargo ship,4345.88,169.09,528.87,1806.1
Container/ro-ro cargo ship,5378.6531,166.44,520.36,2206.52
Bulk carrier,1307.88,66.32,203.39,1931.05
Bulk carrier,740.85,85.01,270.99,941.7
Bulk carrier,358.8,73.29,231.55,418.93
Bulk carrier,1021.36,64.04,200.05,1616.68
Bulk carrier,1475.74,82.96,261.94,1643.6
Bulk carrier,1213.57,71.95,224.5,1622.88
Bulk carrier,938.238,93.81,293.54,1040.18
Bulk carrier,2026.258,86.31,270.54,1964.4
Chemical tanker,3115.28,107.92,339.33,4914.0
Bulk carrier,2180.962,58.7,185.78,3157.32
Bulk carrier,198.129,49.68,157.56,364.7
Bulk carrier,772.988,61.19,193.11,1174.34
Bulk carrier,422.086,62.38,196.68,552.4
Gas carrier,829.46,90.93,285.81,694.8
General cargo ship,971.0,35.37,111.02,1884.0
General cargo ship,1964.0,40.61,127.07,3800.0
General cargo ship,1281.7,39.38,124.31,2401.5
General cargo ship,2496.0,38.57,120.42,4577.0
General cargo ship,2309.0,39.77,125.74,4410.0
General cargo ship,2941.0,39.39,123.96,5548.0
Bulk carrier,801.325,109.3,343.7,605.43
Bulk carrier,1724.1,89.93,280.82,1566.33
Bulk carrier,712.76,86.56,270.15,713.93
Container/ro-ro cargo ship,1382.77,137.04,428.1,670.3
Container/ro-ro cargo ship,491.19,134.87,421.76,321.0
Container/ro-ro cargo ship,1457.8,133.51,418.1,774.7
Bulk carrier,930.855,56.56,179.15,1721.03
General cargo ship,1585.5,66.46,210.0,2683.42
Bulk carrier,662.864,69.53,220.66,912.6
Vehicle carrier,1895.7,109.87,343.2,1105.75
Bulk carrier,1958.19,88.36,279.14,2470.0
Vehicle carrier,3217.24,103.63,323.65,2146.13
Vehicle carrier,7163.22,110.46,345.94,4173.6
General cargo ship,880.034,54.79,173.06,1459.81
Vehicle carrier,2122.97,89.92,281.65,1753.0
Vehicle carrier,3514.14,88.37,276.73,2899.79
Bulk carrier,1288.282,85.25,266.51,1462.9
Bulk carrier,2471.26,109.79,346.79,2587.88
Container ship,2648.27,93.6,292.68,3065.6
Container ship,5108.59,109.67,342.6,3973.75
Chemical tanker,654.453,63.47,199.0,828.5
Bulk carrier,2074.59,92.23,289.44,2355.0
Bulk carrier,525.89,83.58,260.56,555.2
Bulk carrier,1514.35,77.93,243.7,1670.0
Bulk carrier,5199.836,113.42,357.6,4331.77
Vehicle carrier,1696.63,114.07,356.48,903.0
Vehicle carrier,2997.77,102.66,320.32,1741.9
Vehicle carrier,863.26,120.53,379.0,518.7
Bulk carrier,796.09,83.35,260.68,2311.9
Bulk carrier,374.71,73.95,234.62,511.83
Bulk carrier,796.9,87.79,275.6,1101.0
Bulk carrier,304.0,81.89,262.08,381.13
Container ship,1959.9,266.75,836.1,711.34
Container ship,3981.2,245.95,766.67,1033.33
Container ship,11679.9,279.28,872.05,2782.0
Chemical tanker,784.12,83.72,264.56,788.0
Chemical tanker,1722.55,79.04,249.46,1800.95
Bulk carrier,1461.014,77.46,242.32,2062.17
Bulk carrier,1388.46,70.71,222.54,1807.03
Chemical tanker,1999.066,59.16,185.81,3084.27
General cargo ship,769.81,73.96,232.93,1054.2
General cargo ship,1128.761,72.88,228.3,1429.0
Gas carrier,2094.31,77.61,244.1,2519.4
Gas carrier,3358.42,73.44,229.8,3595.2
Gas carrier,3236.31,77.09,242.85,3676.13
Refrigerated cargo carrier,828.8,75.17,234.59,786.2
Refrigerated cargo carrier,1069.0,96.33,301.3,809.8
Bulk carrier,140.03,82.55,259.13,155.13
Bulk carrier,1453.86,76.79,241.44,1598.92
Oil tanker,1239.5,78.71,246.9,1424.5
Bulk carrier,605.238,64.93,203.98,813.7
Bulk carrier,349.93,75.45,235.1,1259.7
Vehicle carrier,4346.91,104.03,325.5,2612.7
Bulk carrier,1068.611878,87.16,272.81,1046.83
Bulk carrier,782.284,78.42,245.34,748.0
Bulk carrier,1535.15,131.49,410.74,1081.33
Bulk carrier,1308.63,60.45,189.4,2225.0
Bulk carrier,668.56,76.18,241.63,822.1
Bulk carrier,2006.64667,83.16,262.02,2086.6
Oil tanker,8169.43,355.77,1109.78,3061.55
Oil tanker,10605.2,252.81,788.73,4776.21
Chemical tanker,1315.92,77.15,242.63,2238.72
Chemical tanker,2563.92,94.88,300.79,2564.1
General cargo ship,874.71,67.13,212.1,1148.8
Container ship,3553.4,101.81,319.99,2572.4
Container ship,3912.26,109.78,343.58,2553.2
Container ship,3864.89,105.35,330.1,2633.6
Container ship,10429.732,168.34,525.54,3644.8
Passenger ship,27321.5,545.93,1702.32,3202.36
Oil tanker,6129.733,196.75,619.93,3236.25
Passenger ship,14783.76,272.68,850.57,3772.49
Bulk carrier,1339.97,95.65,298.83,1435.9
Container ship,527.8,165.73,522.21,182.5
Oil tanker,481.85,67.65,216.89,723.6
Container ship,14679.37,285.23,898.26,3460.09
Chemical tanker,1134.75,108.29,341.58,871.6
Chemical tanker,1160.21,150.45,432.18,721.52
Chemical tanker,1324.76,114.75,354.03,966.0
Bulk carrier,1564.9,77.08,241.43,2133.97
Bulk carrier,1592.08,68.13,213.15,2186.98
Bulk carrier,1291.89596,85.59,267.98,1387.2
Container/ro-ro cargo ship,4508.02,138.19,431.66,2228.83
Oil tanker,954.6,77.54,242.22,1057.8
Oil tanker,4098.61,91.56,286.89,4015.42
Chemical tanker,873.6,91.83,287.25,789.3
Oil tanker,3220.6,95.97,300.66,3078.55
Chemical tanker,509.7,92.29,292.03,469.8
Oil tanker,504.85,140.95,443.94,421.07
Oil tanker,965.54,81.57,254.89,934.1
Vehicle carrier,887.88,109.3,335.02,561.51
Bulk carrier,73.09,91.82,289.35,73.0
Bulk carrier,245.104,81.11,256.24,248.85
General cargo ship,366.232999,38.32,120.22,1308.0
LNG carrier,2181.07,205.18,561.47,691.3
Other ship types,3387.27,77.89,243.77,3240.0
Chemical tanker,394.7,86.84,271.48,423.0
Chemical tanker,1784.5,87.45,272.75,1739.0
Bulk carrier,529.42,81.49,256.38,760.5
Bulk carrier,1010.1,90.0,282.7,971.47
General cargo ship,401.2,49.11,155.76,854.95
Oil tanker,1658.49,76.82,241.04,1976.8
Gas carrier,3385.67,80.85,252.88,3063.05
Gas carrier,2282.96,78.23,244.39,2303.7
Oil tanker,2030.87,80.77,252.88,2385.45
Chemical tanker,1511.0,79.38,248.06,1653.29
Chemical tanker,763.3,75.24,237.52,876.1
Chemical tanker,3042.702,87.7,274.0,3010.3
Gas carrier,960.8,149.49,472.89,499.0
Chemical tanker,1389.3,83.89,265.11,1429.08
Chemical tanker,2421.26,98.82,313.0,2179.4
LNG carrier,3561.317979,221.5,592.61,976.13
LNG carrier,6700.33671,206.39,552.81,2013.95
Bulk carrier,949.906,54.31,169.4,1633.23
Bulk carrier,660.28,59.82,187.91,1160.6
Bulk carrier,2846.703,108.28,338.97,2669.8
General cargo ship,1749.65,62.47,194.81,2392.6
Oil tanker,3743.6,131.11,410.02,2529.1
Oil tanker,7882.97,135.07,423.81,5078.7
Oil tanker,5425.2,151.33,477.49,3318.94
Oil tanker,1034.23267,197.98,633.56,850.38
Oil tanker,7236.38,154.25,491.34,5047.4
Oil tanker,7908.85,159.51,507.3,5193.2
Oil tanker,683.3,177.71,569.74,453.8
Oil tanker,2552.5,154.6,485.1,1444.0
Oil tanker,1665.01,132.28,413.29,1101.0
Bulk carrier,814.902,69.65,217.66,1028.0
Bulk carrier,1618.57,143.71,448.86,1116.3
Bulk carrier,4874.35,151.45,471.8,3224.7
Bulk carrier,3298.58,149.73,472.4,2336.97
Bulk carrier,900.92,116.93,364.52,660.58
Chemical tanker,419.81418,99.95,313.93,379.5
Chemical tanker,2240.87,87.03,272.38,2153.25
Oil tanker,1792.39,86.91,271.92,1775.4
Oil tanker,1753.61,80.17,251.44,1846.8
Bulk carrier,1377.6,82.54,258.83,1655.94
Container ship,2919.96,119.56,374.15,2575.68
Container ship,3640.36,125.0,391.32,4372.2
Oil tanker,3038.45,231.04,722.48,1218.48
Container ship,7861.4,229.02,714.14,2265.0
Chemical tanker,1856.42,85.84,268.71,2816.0
Bulk carrier,1030.15,95.63,299.89,1061.2
Bulk carrier,2212.42,82.8,260.54,2856.0
Bulk carrier,1859.22,85.92,268.83,2008.3
Vehicle carrier,4274.14,94.6,295.35,3088.04
Vehicle carrier,4512.81,101.44,312.29,3130.74
Vehicle carrier,1570.1,96.78,303.14,1161.28
General cargo ship,1208.907,57.57,182.13,2233.76
Gas carrier,8555.56,86.7,259.93,6720.13
Gas carrier,4670.38,86.15,255.09,3789.1
Gas carrier,6081.7,84.85,254.34,4941.58
Gas carrier,6374.58,87.31,260.38,5224.93
Chemical tanker,3729.42,100.6,315.22,3277.22
Chemical tanker,2288.79,96.9,303.47,1941.8
Bulk carrier,3267.264,156.42,487.57,2359.68
Gas carrier,1728.01,80.41,257.44,2350.83
Gas carrier,1988.59,57.54,183.52,4081.31
Bulk carrier,808.206,73.66,231.56,1021.0
Bulk carrier,1886.29,104.18,325.59,1822.8
Bulk carrier,2992.087,154.62,482.77,1876.46
Bulk carrier,1406.691,145.92,455.3,903.56
Bulk carrier,1610.56,70.7,222.09,2218.48
Oil tanker,7281.76,213.46,666.36,2986.0
Oil tanker,1828.92,173.79,544.46,1082.2
Bulk carrier,2440.969,85.84,270.75,2599.83
Oil tanker,3514.52,120.85,377.33,2521.99
Oil tanker,2193.87,119.13,371.92,1773.6
Oil tanker,572.65,90.53,283.29,589.0
Oil tanker,3765.42,116.43,368.31,3641.43
Oil tanker,2228.74,126.31,396.87,2182.93
Oil tanker,3023.0,87.08,274.32,3544.89
Oil tanker,3339.52,93.47,293.45,3693.03
Container ship,9924.829,207.23,647.36,3288.08
Container ship,6500.794,206.07,642.2,1854.8
Bulk carrier,748.42,72.12,227.55,914.24
Bulk carrier,1865.747,84.34,263.55,1887.88
Bulk carrier,357.36,94.14,294.22,308.2
Bulk carrier,1271.68,57.05,180.25,2241.06
Bulk carrier,2013.66844,62.54,195.5,2905.72
General cargo ship,950.49,79.9,252.5,1134.82
General cargo ship,745.83,78.44,245.46,824.1
Bulk carrier,2239.82,91.93,287.22,2090.9
Bulk carrier,3181.77,98.03,308.5,3595.1
Ro-ro ship,5455.01,95.97,299.74,4030.17
Gas carrier,3190.48,92.2,289.14,2532.3
Gas carrier,949.8,98.25,306.53,689.8
Container ship,19340.93,233.45,727.73,5382.81
Container ship,19040.362,248.31,774.7,4701.21
Container ship,13887.262,261.57,817.42,3330.13
Container ship,13389.179,263.38,822.34,3480.06
Container ship,15476.102,256.76,802.14,3980.32
Container ship,5033.265,195.58,610.11,1694.46
Bulk carrier,1281.26,91.74,286.41,1290.2
Bulk carrier,1540.72,96.36,302.52,1544.66
Chemical tanker,1248.03,87.66,274.34,1469.48
Oil tanker,3840.16,89.52,279.92,3759.9
Oil tanker,3075.24,95.77,302.31,3062.96
Oil tanker,3335.46,88.81,279.26,4284.55
Oil tanker,1586.8,69.35,216.96,2059.4
Oil tanker,622.6,83.64,262.48,690.4
Bulk carrier,373.471,90.13,285.05,365.8
Bulk carrier,937.645,83.16,261.34,1147.29
Oil tanker,5881.86,140.15,438.02,3802.62
Oil tanker,1700.0,140.57,439.3,976.2
Bulk carrier,1250.12,81.17,254.72,1505.35
Chemical tanker,3766.06,104.33,327.69,3433.0
Chemical tanker,2475.32,79.22,249.13,2588.98
Bulk carrier,669.15,65.24,205.08,1032.98
Bulk carrier,690.37,82.32,259.36,930.37
Container ship,8554.1,212.01,662.12,3428.5
Container ship,8449.0,232.6,725.76,2534.31
Bulk carrier,623.164,86.88,271.31,619.95
Bulk carrier,951.75,68.74,214.11,1128.7
Bulk carrier,2918.24,79.55,248.4,3432.3
Gas carrier,256.0,93.5,291.17,279.9
Gas carrier,2513.8,118.88,370.24,1655.1
Oil tanker,7247.21,202.35,632.54,3049.1
Oil tanker,2389.2,204.85,640.23,1031.5
Container ship,612.43,104.35,324.95,460.0
Container ship,3240.863,104.43,327.77,1997.1
Container ship,3232.477,103.34,325.14,2050.38
Bulk carrier,545.725,89.38,282.65,578.93
LNG carrier,10117.3,215.81,577.06,4455.08
LNG carrier,8801.28,201.3,538.54,3686.82
LNG carrier,3648.26,192.4,515.57,1623.54
LNG carrier,5536.88,186.43,499.07,2520.14
Bulk carrier,2628.67,81.39,256.21,2759.3
Vehicle carrier,1584.39,99.9,310.79,1126.08
Vehicle carrier,3323.3,112.78,351.29,2058.1
Chemical tanker,2680.1,106.47,333.35,2153.93
Oil tanker,7448.96,146.33,457.67,4469.63
Oil tanker,3059.15,166.17,519.6,1501.92
Oil tanker,1957.6,158.69,495.74,1030.3
Oil tanker,5855.55,141.98,444.03,3850.92
Oil tanker,879.0,116.49,363.22,548.28
Oil tanker,4520.76,140.66,440.55,3528.23
Bulk carrier,1605.0,68.16,212.81,2120.6
Bulk carrier,573.01,74.53,232.53,706.5
Bulk carrier,1783.2,100.51,314.09,1694.65
Bulk carrier,902.32,103.74,323.13,808.0
Bulk carrier,739.66,54.41,171.88,1307.1
Bulk carrier,1061.96,63.61,198.55,1626.0
Bulk carrier,253.2,69.82,220.35,354.67
Bulk carrier,3474.63,86.18,270.58,4050.4
Bulk carrier,1957.889,85.31,267.78,2351.15
Bulk carrier,298.4,73.46,229.79,437.0
Oil tanker,3456.62,115.64,362.79,4363.74
Chemical tanker,3629.42,95.06,300.12,4039.19
Bulk carrier,1190.523,83.44,260.42,1076.6
Bulk carrier,992.858,127.76,398.24,725.8
Bulk carrier,1141.6,177.84,556.1,593.7
LNG carrier,6452.03,209.65,561.32,2605.35
LNG carrier,10820.1,225.99,604.29,3916.52
Chemical tanker,257.4,82.53,257.35,252.2
Chemical tanker,3193.14,114.03,356.77,2684.2
Chemical tanker,4642.33,102.32,324.04,4127.2
Chemical tanker,2521.66,85.96,269.46,2514.95
Chemical tanker,1615.43,90.3,282.82,1496.0
Oil tanker,1632.99,90.38,283.68,1506.9
Chemical tanker,2324.075,90.13,283.77,2430.6
Oil tanker,1716.8,80.3,251.63,1847.86
Chemical tanker,1171.26833,93.95,294.92,1081.1
Chemical tanker,1693.17,81.13,256.78,1814.19
Chemical tanker,1244.246,71.21,223.08,1482.18
Oil tanker,1864.74,144.78,456.36,1255.6
Bulk carrier,953.685,74.02,231.61,1227.0
Bulk carrier,1323.355,59.74,186.82,2084.83
Ro-pax ship,1984.999,36.95,118.46,5045.0
Bulk carrier,1297.92,125.9,394.47,1124.29
Oil tanker,2513.9,126.35,397.49,1691.28
Oil tanker,5947.3,124.34,389.78,4036.63
Oil tanker,2068.35,113.34,354.59,1555.6
Chemical tanker,3467.48,90.1,283.01,3327.49
Chemical tanker,3966.24,87.39,274.34,3888.64
Oil tanker,3559.095967,136.16,425.79,2877.19
Oil tanker,3432.437199,121.97,381.57,2415.8
Oil tanker,4758.238066,133.97,419.12,3685.67
Oil tanker,3058.53025,126.31,395.44,2320.6
General cargo ship,1474.23,39.24,124.67,4291.24
LNG carrier,5309.73,185.58,510.37,1888.45
LNG carrier,3793.09,175.96,477.11,1270.0
Bulk carrier,966.55,77.67,243.96,1462.91
Bulk carrier,727.13,65.92,205.98,1085.5
Bulk carrier,1145.61,63.79,199.81,1598.58
Bulk carrier,1879.259,70.46,220.93,2673.98
Bulk carrier,1351.77,76.21,239.81,1596.83
Bulk carrier,1976.65,149.74,467.6,1182.0
Bulk carrier,5362.99,156.57,489.32,3391.9
Chemical tanker,2086.35,136.64,429.99,1463.8
Chemical tanker,1981.31,118.91,372.87,1407.7
Oil tanker,2786.52,82.81,260.07,3074.8
Chemical tanker,4035.88,73.26,229.75,4611.92
Chemical tanker,4066.82,120.06,377.66,3363.62
Chemical tanker,5111.31,105.66,332.23,4892.9
Gas carrier,1872.78,63.24,197.5,2431.0
Gas carrier,935.46,91.1,284.71,903.32
Container ship,3096.1,103.57,323.59,2350.3
Container ship,8357.23,114.95,359.48,5238.7
Container ship,3069.15,113.1,355.65,1701.7
Oil tanker,1412.8,111.7,350.38,1088.0
Bulk carrier,589.65,77.68,242.6,417.43
Oil tanker,3034.67,123.63,385.72,2051.8
Oil tanker,1635.9,132.24,413.29,1220.56
Bulk carrier,1862.41,71.49,223.62,2531.28
Bulk carrier,666.85,67.98,214.61,871.92
Bulk carrier,274.22,46.56,147.35,539.1
Bulk carrier,1651.77,92.43,289.12,1670.3
Bulk carrier,4280.258334,100.75,315.11,4241.98
Bulk carrier,1361.78,86.62,270.85,1381.2
Container ship,7325.12,210.44,658.28,2400.3
Container ship,8767.23,241.76,757.12,2631.3
Container ship,9614.78,349.73,1092.16,1755.0
Container ship,29428.85,327.7,1022.02,5411.8
Bulk carrier,2579.41,73.29,228.73,3092.01
Chemical tanker,410.05,104.42,330.82,395.7
Chemical tanker,52.5,176.77,560.18,33.0
Bulk carrier,937.21,100.13,314.22,825.4
Bulk carrier,606.6,103.97,327.37,530.62
Bulk carrier,2078.549,92.09,287.98,1911.4
Bulk carrier,2784.335,83.36,261.86,2993.24
Bulk carrier,3038.82,88.48,276.58,3312.88
Bulk carrier,2063.535,78.45,246.39,2265.22
Bulk carrier,1393.9,84.59,263.57,1710.0
Oil tanker,3663.89,129.4,407.01,3057.9
Oil tanker,3596.31,106.65,335.1,3943.21
Oil tanker,3354.56,106.51,337.09,3173.82
Oil tanker,3642.69,104.02,328.18,3390.85
Oil tanker,2625.44,155.92,487.3,1481.22
Oil tanker,4604.6,126.45,395.48,3460.93
Oil tanker,7715.81,142.5,445.31,5151.06
Oil tanker,7459.42,133.27,415.69,4704.06
Oil tanker,3502.7,124.5,395.47,3740.23
Oil tanker,4114.12,136.49,433.04,3560.3
Bulk carrier,1017.71,67.59,212.16,1511.4
Bulk carrier,811.96,56.56,176.41,1272.6
Bulk carrier,1092.268,81.44,255.54,1548.4
Container ship,5838.33203,97.93,306.36,4371.65
Bulk carrier,632.7,73.67,230.72,799.65
Bulk carrier,1632.25,71.26,224.36,2204.9
Oil tanker,442.5,98.2,310.09,427.0
Chemical tanker,1296.74,92.76,290.05,1372.0
Chemical tanker,1437.14,93.46,292.23,1358.82
Oil tanker,1338.87,86.03,272.96,1390.01
Oil tanker,5742.48,145.52,454.86,3683.45
Oil tanker,6010.48,133.92,418.39,4024.44
Oil tanker,352.865,70.32,218.96,383.9
Oil tanker,399.7,103.39,323.51,505.92
Bulk carrier,1939.778,62.5,197.25,2842.8
Bulk carrier,1551.15,59.82,189.55,2395.69
Bulk carrier,2168.425,60.65,192.03,3112.3
Bulk carrier,811.833,60.91,192.09,1142.1
Bulk carrier,786.695,52.95,166.63,1232.95
Bulk carrier,3838.18,88.83,279.63,3591.04
Bulk carrier,2248.14775,85.61,269.56,2497.9
Bulk carrier,1044.796,60.58,189.17,1558.5
Chemical tanker,1812.48,85.35,269.33,1971.5
Bulk carrier,1077.39,70.31,220.49,1782.68
Bulk carrier,823.28,84.0,263.04,1013.93
Bulk carrier,262.73,93.08,291.08,280.95
Bulk carrier,948.285,78.6,244.77,1047.0
Bulk carrier,2543.51,99.27,309.6,3049.0
Bulk carrier,1233.72,78.13,244.86,1487.0
Bulk carrier,1734.35,103.58,324.13,1768.21
Bulk carrier,184.83,86.59,276.63,189.5
Container ship,10764.03,240.11,747.72,2798.1
Oil tanker,3967.99,202.61,632.47,1631.6
Bulk carrier,615.1,107.53,335.78,560.3
Bulk carrier,774.6,141.71,443.81,630.0
Bulk carrier,1427.788,76.0,238.58,1655.12
Bulk carrier,993.433,73.54,230.12,1230.44
Bulk carrier,4604.31,154.06,481.85,2881.88
Bulk carrier,1271.59,141.52,443.24,1170.2
Bulk carrier,1933.92,98.63,308.57,2054.88
Container ship,8836.99,217.43,681.12,2811.6
Container ship,5335.82,176.53,549.76,1879.58
Container ship,3836.60429,244.78,762.68,1173.35
Gas carrier,1813.89523,48.19,151.01,2790.8
Bulk carrier,3279.51,93.29,291.62,3561.9
Bulk carrier,2958.4,89.41,279.61,3634.8
Bulk carrier,1359.53,92.71,290.04,1426.33
Bulk carrier,1269.34,88.33,275.65,1355.0
Bulk carrier,388.0,113.15,352.44,303.8
Bulk carrier,608.08,82.36,257.16,701.0
Gas carrier,8375.46,112.65,351.29,5395.15
Gas carrier,2872.27,112.89,352.21,1910.01
Bulk carrier,2394.2,131.62,412.26,1917.49
Bulk carrier,1014.646,86.05,271.58,1031.9
Bulk carrier,898.713,81.81,257.37,964.09
Bulk carrier,1010.189788,72.38,225.65,1172.08
Bulk carrier,1655.303606,83.69,262.46,1791.44
Bulk carrier,1212.3,71.45,224.05,1670.6
Bulk carrier,844.32,71.15,223.46,1097.96
Bulk carrier,858.2,73.54,230.74,998.4
Container ship,237.0,84.95,267.67,197.1
General cargo ship,553.65,67.35,211.8,736.1
General cargo ship,2149.75,84.24,265.31,2502.98
Bulk carrier,1233.59,94.72,298.96,1166.7
Bulk carrier,582.9,72.56,226.74,655.0
Other ship types,197.5,45.58,144.69,418.68
Oil tanker,1688.88,85.59,269.52,2011.0
Vehicle carrier,2208.92,98.47,310.14,1592.7
Vehicle carrier,2395.52,101.09,315.92,1504.06
Bulk carrier,175.52,64.25,205.81,312.0
Bulk carrier,1034.49,87.22,272.46,1174.27
Bulk carrier,1209.41,69.98,218.49,1607.1
Oil tanker,2479.03,166.14,520.55,1483.8
Oil tanker,4489.38,137.07,429.54,3172.13
Bulk carrier,695.7,66.57,209.81,987.4
Bulk carrier,1106.43,51.66,161.71,2006.0
Bulk carrier,1328.981,99.91,311.92,1421.22
General cargo ship,1381.29,55.89,174.98,2159.88
General cargo ship,2119.31,74.78,233.58,2394.2
Bulk carrier,853.92,74.1,234.3,1070.11
Bulk carrier,2598.942,63.9,199.99,3286.1
General cargo ship,1340.05,61.27,192.09,2077.1
Bulk carrier,335.47,67.03,212.8,427.72
Bulk carrier,2324.23977,73.24,231.56,2797.4
LNG carrier,6067.4765,205.7,550.19,1846.75
Bulk carrier,911.662,68.32,213.38,1238.58
General cargo ship,1139.317,62.63,197.06,1807.97
Bulk carrier,1811.983,60.81,190.7,2912.64
General cargo ship,2028.19,67.26,210.81,2674.69
Oil tanker,105.3,97.14,304.54,76.5
Gas carrier,2529.98,128.14,399.83,1380.69
Gas carrier,1026.94,161.85,504.92,426.9
Bulk carrier,1525.82,70.97,221.93,2048.7
Gas carrier,1398.9,125.51,390.86,823.1
Container ship,4727.61,288.66,903.29,1027.4
Container ship,11809.94,273.68,854.65,2904.2
Container ship,15075.77,291.73,908.45,3680.85
Container ship,14477.5,289.28,900.83,3769.7
Container ship,11506.21,303.88,947.23,2826.57
Container ship,32631.3,334.58,1043.62,5932.85
Container ship,32142.6,332.98,1037.49,5890.26
Container ship,28713.0,320.15,998.32,5387.19
Chemical tanker,1430.3,86.81,271.43,1357.3
Container ship,11442.27,294.49,918.61,2744.7
Container ship,12839.95,285.4,890.46,3035.0
Vehicle carrier,2608.1,117.84,367.16,1290.1
Vehicle carrier,7238.52,114.95,359.51,4012.2
Vehicle carrier,1093.82,121.13,377.41,567.1
Vehicle carrier,1908.87,98.67,307.43,1464.56
Vehicle carrier,5304.55,118.21,368.29,2925.27
Bulk carrier,1334.28,129.6,405.35,932.3
Bulk carrier,1877.962,90.26,283.73,2310.58
Bulk carrier,1390.74,82.54,258.04,1479.3
Bulk carrier,939.58,138.46,432.66,533.1
Bulk carrier,3058.335,111.72,349.12,2633.38
Bulk carrier,2784.403,100.86,315.18,2379.7
General cargo ship,1718.25,75.16,238.11,2002.9
Bulk carrier,1874.33,153.03,477.68,1245.52
Bulk carrier,787.54,87.85,274.45,761.1
Bulk carrier,1159.695,91.18,285.22,1096.7
